100000,"Раздел III УПРАВЛЕНИЯ ЛАГЕРЕЙ, ЛАГЕРНЫЕ ОТДЕЛЕНИЯ ЦЕНТРАЛЬНОГО ПОДЧИНЕНИЯ",,,,,,,,,,,,,,,,,
100001,"АВТОТРАНСПОРТНЫЙ ИТЛ ДАЛЬСТРОЯ (ИТЛ Упр. автотранспорта, Транслаг, Транспортное ЛО, ИТЛ Автотранспорта, Автотранспортный ИТЛ УСВИТЛа)",Время существования: организован не позднее 01.02.51 [1]1; закрыт 05.08.54 [2].,"Реорганизован: между 22.05.51 и 01.05.52 из ЛО в ИТЛ [3], {21. Л. 55}2.","Подчинен: ГУ ИТ лагерей Дальстроя в 1951–1952 гг. [1], {21. Л. 55}; УСВИТЛ в 1953–1954 гг. {21. Л. 667}, [2].","Дислокация: Магаданская обл., пос. Мякит {21. Л. 667, 733}.","Литер: АВ-4 {21. Л. 667, 733}.",Телегр. код: нет {21. Л. 667}.,"Адрес: Магаданская обл., пос. Мякит, п/я АВ-261/206 на 01.08.53 {21. Л. 733}; п/я АВ-261/46 на 11.12.53 {21. Л. 667}.","Производство: работа в цехах на участках автобаз, на Спорненском авторем. з-де3, стр-во в пос. Мякит, обслуживание угольных шахт Первомайского угольного р-на {21. Л. 55–70}.",Численность: 22.05.51 — 4316 [3]; 01.09.51 — 59274 [4]; 01.05.52 — 62655 {21. Л. 55–70}; 01.08.53 — 3643 {21. Л. 733}; 02.02.54 — 4433 {21. Л. 671}.,"Начальники: нач. — майор Абаев ?.?. (упом. 01.05.52) {21. Л. 70}; п/п инт.с. Карпов Б.Н., ? — по 15.07.52 [5]; инж.-майор Толкачев С.С., с 15.07.52 — ? [5]; майор Ершов ?.?. (упом. 01.08.53) {21. Л. 733}6.",Архив: ?,,Примечания: ,Источники: ,,с.с.,"61.407434, 152.090060"
100010,АМУРСКИЙ ЖЕЛЕЗНОДОРОЖНЫЙ ИТЛ (Амурлаг),"Время существования: организован 20.05.38 [1], {1}1; закрыт 30.01.41 [2]2.",,"Подчинен: ЖДСУ на ДВ, с 20.05.38 — не ранее 17.03.39 [1, 3]3.","Дислокация: Хабаровский кр., Амурская обл., г.Свободный {11}, [4].",Литер: нет.,Телегр. код: нет.,"Адрес: Хабаровский кр., г.Свободный, п/я 210 {11}, [4].","Производство: стр-во вторых путей ж.д. Карымская—Ворошилов [1]; линии № 2 (Биробиджан—Ленинское), № 208 (Завитая—Поярково), 206 (Барановское—Посьет) [1, 5], вторых путей ж.д. Хабаровск—Губерово и Губерово—Ворошилов [6], БАМ—Тында, Тында—Зея, обслуживание авторем. з-да в Свободном, центр. мех. з-да в Тахтамыгде, лесокомб., сельхозов [2].","Численность: 01.10.38 — 125 313, 01.01.40 — 85 221, 01.05.40 — 118 067 (УРО); 01.01.41 — 50 040 [7].","Начальники: нач. — див. инт. Френкель Н.А.4, с 20.05.38 — ? [1]; майор ГБ Петренко И.Г., с 04.01.40 — ? [5]; пом. нач. — Филимонов М.В., ? — по 11.10.40 [8].","Архив: В ""ОИТК УМВД Амурской обл.: все материалы; в ГА Приморского кр., в фонде ПРИМОРСКОГО ИТЛ: приказы Амурлага за 1940–1941 гг., ведомости на выдачу зарплаты рабочим и служащим Амурлага за июль—сентябрь 1940 г."" {1}.",Доп. сведения: 04.01.40 в Амурлаг влиты лаг. подр. расформированного ПРИМОРСКОГО ЖЕЛЕЗНОДОРОЖНОГО ИТЛ [5].,Примечания: ,Источники: ,"См. также: БУРЕИНСКИЙ ИТЛ, ВОСТОЧНЫЙ ИТЛ В СОСТАВЕ СТРОИТЕЛЬСТВА 500, ПРИМОРСКИЙ ЖЕЛЕЗНОДОРОЖНЫЙ ИТЛ И СТРОИТЕЛЬСТВО 206, СВОБОДНЕНСКИЙ ИТЛ, ЮГО-ВОСТОЧНЫЙ ИТЛ.",Д.Ш.,"51°23'33.3""N 128°08'17.4""E"
,,,,,,,,,,,,,,"1 В [1] говорится об организации ЖДСУ на ДВ и о включении в его состав 6-ти ИТ лагерей, в том числе Амурлага. Отдельных пр. об открытии этих ИТ лагерей не найдено. Согласно {1}, все они организованы пр. [1]. ",Пр. 0100 НКВД от 20.05.38. ,,,"51.392748, 128.138283"
,,,,,,,,,,,,,,"2 Окончание стр-ва железных дорог, большая часть сельхозов и ряд др. предприятий переданы БУРЕИНСКОМУ ИТЛ, часть перешла в СВОБОДНЕНСКИЙ ИТЛ [2]. ",Пр. 043 НКВД от 30.01.41. ,,,
,,,,,,,,,,,,,,"3 Возможно, был переподчинен (ГУЛАГу ?), так как не упом. в пр. от 31.08.39 ""с объявлением ИТЛ, входящих в состав УЖДС на ДВ ГУЛАГа"" {9}. ",Пр. 058 НКВД от 17.03.39. ,,,
,,,,,,,,,,,,,,4 Он же нач. ЖДСУ на ДВ [1].,Пр. 00427 НКВД от 18.04.41.  ,,,
,,,,,,,,,,,,,,,Пр. 0014 НКВД от 04.01.40. ,,,
,,,,,,,,,,,,,,,Пр. 050 НКВД от 03.02.41. ,,,
,,,,,,,,,,,,,,,ГАРФ. Ф. 9414. Оп. 1д. Д. 371. Л. 1. ,,,
,,,,,,,,,,,,,,,Пр. 0443 НКВД от 11.10.40.,,,
100011,"АНГАРСКИЙ ИТЛ (Ангарлаг, Ангарстрой, Ангарский ИТЛ и промкомбинат)",Время существования: организован 13.01.47 [1]1; действующий на 01.01.60 {46}.,,Подчинен: ЗАПАДНОЕ УПР. СТРОИТЕЛЬСТВА И ЛАГЕРЕЙ БАМ с 13.01.47 [1]; ГУЛЖДС с 21.04.48 [2]; ГУЛАГ МЮ с 02.04.53 {33}; ГУЛАГ МВД с 28.01.54 {38}; ГУИТК МВД РСФСР с 31.01.57 {43}.,"Дислокация: Иркутская обл., г.Братск [1]; с.Братск {19}; р.п. Заярск с 1949 г. {20, 31, 37}, [3. Разд. 1. Л. 1], [4]2.",Литер: ВП с 28.09.47 [5].,"Телегр. код: ""Ангара"" {19, 20, 31, 37}, [3. Разд. 1. Л. 1], [4].","Адрес: Иркутская обл., Братск, п/я 120 {19}; р.п. Заярск Иркутской обл., п/я 120 {20}, [3. Разд. 1. Л. 1]; п/я ВП-120 {31, 37}, [4].","Производство: стр-во ж.д. Братск—Усть-Кут (участок БАМа) и моста через Ангару [1, 2], достройка ж.д. Тайшет—Братск (с 29.09.48 по 22.12.49 и с 19.03.51 — ?) [6–8], [9. Л. 1–306]3, перевозки грузов по ж.д. до р. Лена (до Усть-Кута, с марта 1951 г.) [9. Л. 1–306], [10]4, работы промкомб. 3-го Упр. ГУЛАГа МЮ (с 31.08.53) [3. Разд. 4. Л. 37–40], [11]5, лесозаготовки, сельхозработы [2, 12, 13], [3. Разд. 3. Л. 1–107]6, перевозки речным транспортом по Ангаре (до 04.11.49) [14]7, обслуживание ЦРМЗ в Тайшете (""ЦАРМЗ"") (до 22.12.49 и после 19.03.51), ДОКа, кирп. з-дов, сельхозов, Топорковского комб. ширпотреба (до 22.12.49) [7], [9. Л. 1–306], [15]8, ЦРМ в Илиме, мех. мастерских в Братске и Заярске [9. Л. 1–306], стр-во по договору с МНП автогужевой дороги от Ангаро-Ленского тракта до Усть-Кутской нефтебазы (с 14.10.49) [16], стр-во в р-не Усть-Кута временной верфи (с 04.02.50) [17], Осетровского речного порта Дальстроя МВД, верфи, судостр. з-да, поселка (с 11.12.50) [3. Разд. 3. Л. 1–107], [18, 19], перевалочной базы Дальстроя и ж/д ветки к ней (также — погрузочно-разгрузочные работы на ней, до 05.01.52) [3. Разд. 3. Л. 1–107], [15, 20], спецскладов для хранения ""ВВ"" (взрывчатых веществ ?) и грунтовой дороги к ним (с 02.09.50)9 [20], реконструкция Усть-Кутской нефтебазы ""Якурим"" МНП и стр-во к ней ж/д ветки (с 04.01.52) [3. Разд. 3. Л. 1–107], [21], производство извести (на известковом з-де 24-го км Ангарстроя) и кирпича [12], обработка слюды, работы лесопильного з-да в Заярске, авторемонт, стр-во известкового з-да (пос. Осетрово, Усть-Кутского р-на), пошив одежды и обуви для з/к лагеря [3. Разд. 3. Л. 1–107].","Численность: 21.05.47 — 6701, 01.12.47 — 15 002, 01.01.48 — 9646, 01.01.49 — 35 959, 01.01.50 — 43 591, 01.01.51 — 41 626, 01.01.52 — 26 858, 01.01.53 — 21 156 (УРО); 01.07.53 — 12 016 [3. Разд. 4. Л. 6–19]; 01.01.54 — 20 443, 01.01.55 — 14 874, 01.01.56 — 17 057, 01.01.59 — 13 361, 01.01.60 — 9927 (УРО)10.","Начальники: нач., и.о. нач. — п/п Филимонов М.В., с 13.01.47 — не ранее 05.04.50 [1, 2, 22]11; инж.-п/п (инж.-полк. в/с) Грабовский Б.П., с 03.02.51 по 01.04.53 [23, 24], [3. Разд. 5. Л. 1], [25, Л. 88–149]12; и.о. нач. — п/п в/с Левтеев Г.А., с 01.04.53; нач. — он же, с 31.08.53 — не ранее 02.08.56 [24, 11, 13, 26], [27. Л. 434]13; и.о. нач. — п/п в/с Малютин Г.М. (упом. 19.08.53) [3. Разд. 4. Л. 22–26]; з/н — ст. лейт. Тельцов А.Ф., с 21.04.48 — ? [2]; полк. Скворцов А.К., ? — по 22.05.51 [28]; полк. Афанасьев И.А., с 22.05.51 по 12.06.51 [28, 29]; майор Левтеев Г.А., с 12.06.51 — ? [29]; п/п в/с Малютин Г.М., с 19.05.53 — ? [30].",Архив: ?,"Доп. сведения: 29.09.48 объединены АНГАРСКИЙ ИТЛ и ТАЙШЕТСКИЙ ИТЛ УИТЛК УМВД ПО ИРКУТСКОЙ ОБЛАСТИ. Объединенный ИТЛ приказано именовать АНГАРСКИМ ИТЛ [6]. Кроме того, АНГАРСКОМУ ИТЛ переданы оборудование, кадры специалистов и рабочая сила ликвидированного рем. з-да № 1 ГУЛЖДС в Свияжске14 и Чебоксарское лесозаготовительное отделение [31]. 05.01.52 из состава Ангарлага на баланс Усть-Кутской перевалбазы Дальстроя МВД переданы колонны № 408, 409 со всем имуществом, администрацией и з/к [15]. В мае 1953 г. АНГАРСКИЙ ИТЛ принял несколько ЛП от Дальстроя и УИТЛК УМВД по Иркутской обл. [3. Разд. 4. Л. 22–26], [32. Л. 223–227]; 31.08.53 промкомб. 3-го Упр. ГУЛАГа МЮ в Тайшете (Упр. 1 ГУЛАГа МЮ) передан в состав Ангарлага с организацией Ангарского ИТЛ и промкомб. ГУЛАГа МЮ [3. Разд. 4. Л. 37–40], [11]. В 1954 г. из АНГАРСКОГО ИТЛ в ОЗЕРНЫЙ ЛАГЕРЬ и обратно передаются ряд лаг. подр. [13, 33], [34. Л. 71–82]6. 13.09.55 на базе 4-го ЛО АНГАРСКОГО ИТЛ для ""уголовно-бандитствующего элемента"" организован ИЛИМСКИЙ СПЕЦИАЛЬНЫЙ ИТЛ; 17.07.56 он ликвидирован, лаг. подр. возвращены в Ангарлаг, где организовано специальное ЛО строгого режима на 5000 з/к [35, 26]. В январе—феврале 1957 г. подразделения 2-го ЛО АНГАРСКОГО ИТЛ переданы в состав ОЗЕРНОГО ЛАГЕРЯ [26], [36. Л. 49–52].",Примечания: ,Источники: ,"См. также: ВОСТОЧНЫЙ ИТЛ В СОСТАВЕ СТРОИТЕЛЬСТВА 500, ИЛИМСКИЙ СПЕЦИАЛЬНЫЙ ИТЛ, ОЗЕРНЫЙ ЛАГЕРЬ, ТАЙШЕТСКИЙ ИТЛ ГУЛЖДС, УСТЬ-КУТСКИЙ ИТЛ И ПЕРЕВАЛОЧНАЯ БАЗА ДАЛЬСТРОЯ.",Д.Ш.,"56°11'35.3""N 102°50'25.7""E"
,,,,,,,,,,,,,,"1 Упр. ВОСТОЧНОГО ИТЛ В СОСТАВЕ СТРОИТЕЛЬСТВА 500 переброшено в Братск и переименовано в Упр. АНГАРСКОГО ИТЛ. Вместе с Упр. приказано перебросить за январь—февраль 1947 г. 2 штаба стройотделений со штабными колоннами, 20 штабов колонн, минимально необходимое имущество для первичного обустройства лагеря, а также рем.-мех. мастерские со всем оборудованием и полным штатом инж.-тех. работников и квалифицированных рабочих [1]. ",Пр. 025 МВД от 13.01.47. ,,,"56.194849, 102.832578"
,,,,,,,,,,,,,,2 Приказано перевести Упр. в Заярск в 1949 г. [6] (см. также [2]). ,Пр. 0243 МВД от 21.04.48.  ,,,
,,,,,,,,,,,,,,"3 До 29.09.48 ж.д. Тайшет—Братск—объект ТАЙШЕТСКОГО ИТЛ УИТЛК УМВД ПО ИРКУТСКОЙ ОБЛАСТИ; с 22.12.49 работы полностью переданы Озерлагу; с 19.03.51 титул ж/д стр-ва передан от Озерлага Ангарлагу; Озерлаг поставляет рабочую силу Ангарлагу на контрагентских началах [6–8], [9. Л. 1–306]. О контрагентских работах з/к Озерлага на объектах Ангарлага см. также [37]. ",ГАРФ. Ф. 9414. Оп. 1. Д. 549. ,,,
,,,,,,,,,,,,,,"4 При АНГАРСКОМ ИТЛ и Стр-ве орг. Упр. ж/д линии Тайшет—Усть-Кут (на базе отделов ж/д транспорта Ангарстроя и Озерлага, дислокация — г.Тайшет); обслуживало также перевозки грузов Озерлага [9. Л. 1–306], [10]. ",Там же. Д. 318. Л. 22–38. ,,,
,,,,,,,,,,,,,,5 Ранее — в составе ОЗЕРНОГО ЛАГЕРЯ МВД [10]; синоним — Упр. 1 ГУЛАГа МЮ [3. Разд. 4. Л. 37–40]. ,Расп. 543 МВД от 28.09.47. ,,,
,,,,,,,,,,,,,,"6 23.03.54 и 24.04.54 в соответствии с [13] из состава АНГАРСКОГО ИТЛ ОЗЕРНОМУ ЛАГЕРЮ переданы все пром. предприятия основной деятельности, подсобные и вспомогательные хозяйства б. 2-го и 3-го ЛО и ДОКа Ангарлага, сельхозы № 11, 13 и Чулымский, база отдела тех. снабжения в Тайшете; оставлены в составе Ангарлага сельхозы № 12 и 14, базы отдела общего снабжения в Тайшете и Братске [34. Л. 71–82]. ",Пр. 0590 МВД от 29.09.48. ,,,
,,,,,,,,,,,,,,"7 04.11.49 Восточно-Сибирскому пароходству Минречфлота переданы причалы, контора перевалбазы и пр. на пристани Макарьево [8]. ",Пр. 001110 МВД от 22.12.49. ,,,
,,,,,,,,,,,,,,8 22.12.49 переданы Озерлагу вместе с двумя лесными массивами [7]; ЦАРМЗ по договору обслуживал технику Озерлага [9. Л. 1–306]. ,Пр. 0187 МВД от 19.03.51. ,,,
,,,,,,,,,,,,,,9 По договору с Дальстроем [20]. ,ГАРФ. Ф. 9414. Оп. 1д. Д. 100. ,,,
,,,,,,,,,,,,,,"10 На 01.05.50 — 597 ктр, на 01.01.51 — 608, на 11.05.53 — 1218 (из них 3 женщины) [25. Л. 88–149], [38, 39]. ",Пр. 0800 МВД от 07.12.50. ,,,
,,,,,,,,,,,,,,"11 Вступление в должность оформлено также пр. по л.с. [40]. 07.12.48 назначен по совместительству нач. Озерлага, на нач. АНГАРСКОГО ИТЛ возложена организация Озерлага, обеспечение и проведение нового лагерного стр-ва [37]. ",Пр. 0192 МЮ от 31.08.53.  ,,,
,,,,,,,,,,,,,,12 Передача дел от Б.П.Грабовского Г.А.Левтееву продолжалась до середины мая 1953 г. [25. Л. 88–149]. На 30.06.53 Б.П.Грабовский — нач. Ангарского стр-ва МПС [25. Л. 218]. ,Пр. 0197 МВД от 20.03.50. ,,,
,,,,,,,,,,,,,,"13 Назначен нач. Ангарского ИТЛ и промкомб. ГУЛАГа МЮ [11]; 30.09.53 вступление в должность нач. ИТЛ также оформлено пр. по л.с. [41]; 11.05.53, 30.06.53 упом. уже как нач. АНГАРСКОГО ИТЛ МЮ [25. Л. 88–90]. ",Пр. 00230 МВД от 23.03.54. ,,,
,,,,,,,,,,,,,,"14 Свияжск — ст. Казанской ж.д., н.п. при этой ст. — Нижние Вязовые.",Пр. 0763 МВД от 04.11.49. ,,,
,,,,,,,,,,,,,,,Пр. 012 МВД от 05.01.52. ,,,
,,,,,,,,,,,,,,,Пр. 0700 МВД от 14.10.49. ,,,
,,,,,,,,,,,,,,,Пр. 075 МВД от 14.02.50. ,,,
,,,,,,,,,,,,,,,Пр. 0813 МВД от 11.12.50.  ,,,
,,,,,,,,,,,,,,,Расп. 953 МВД от 12.07.52. ,,,
,,,,,,,,,,,,,,,Пр. 0594 МВД от 02.09.50. ,,,
,,,,,,,,,,,,,,,Расп. 11 МВД от 04.01.52. ,,,
,,,,,,,,,,,,,,,Пр. 0228 МВД от 05.04.50. ,,,
,,,,,,,,,,,,,,,Пр. 143лс МВД от 03.02.51. ,,,
,,,,,,,,,,,,,,,Пр. 022/л МЮ от 01.04.53. ,,,
